index,time,coverage,leg,cog,sog,true_wind_dir
0,2023-11-17 15:45:29,0.0,0,252.3990308770331,3.4836058823529408,5.533676470588235
1,2023-11-17 15:56:48,0.0,1,313.722379618734,4.252715384615384,5.503461538461537
2,2023-11-17 16:01:07,0.0,2,316.6044944253011,4.266268292682927,5.583877551020408
3,2023-11-17 16:05:12,0.0,3,41.48336017357169,4.413040590405904,2.1857407407407408
4,2023-11-17 16:09:42,0.0,4,86.8222070925213,4.386478021978022,3.628611111111111
5,2023-11-17 16:12:43,0.0,5,123.29255465034916,4.441709374999999,3.65484375
6,2023-11-17 16:18:02,0.0,6,176.4340074747154,4.389692156862745,3.4201960784313723
7,2023-11-17 16:22:16,0.0,7,222.8452965192309,4.197830909090909,3.7243636363636368
8,2023-11-17 16:26:50,0.0,0,268.7340842002622,3.6819108695652174,4.609130434782609
9,2023-11-17 16:30:39,0.0,1,312.4046159550274,3.59555,4.857291666666666
10,2023-11-17 16:34:38,0.0,2,356.6131905378224,3.6028298319327727,5.0370833333333325
11,2023-11-17 16:38:35,0.0,3,42.314738576926686,3.6057860082304525,4.624791666666667
12,2023-11-17 16:42:37,0.0,4,85.61548154767122,3.5969854166666666,4.48125
13,2023-11-17 16:46:36,0.0,5,130.7691575941552,3.60146887966805,4.8081249999999995
14,2023-11-17 16:50:36,0.0,6,175.4327630464569,3.5955186721991703,5.015208333333334
15,2023-11-17 16:54:36,0.0,7,221.12284250392267,3.51162109375,3.9854901960784317
16,2023-11-17 16:58:51,0.0,0,267.3957637511508,2.577053879310345,1.8245652173913045
17,2023-11-17 17:02:42,0.0,1,310.5031287169582,2.563531380753138,3.6637500000000003
18,2023-11-17 17:06:40,0.0,2,354.3966695648086,2.570101659751037,4.191875
19,2023-11-17 17:10:40,0.0,3,39.82404621678306,2.568552083333333,4.671875
20,2023-11-17 17:14:39,0.0,4,83.00240440151467,2.569979079497908,5.223125
21,2023-11-17 17:18:37,0.0,5,128.67036311962502,2.568234439834025,5.56125
22,2023-11-17 17:22:37,0.0,6,173.39018567159516,2.5693471074380163,4.991458333333333
23,2023-11-17 17:26:38,0.0,7,219.27656295873362,2.427327777777778,3.1581481481481486
24,2023-11-17 17:31:07,0.0,0,267.81816751768486,1.4693448275862069,2.5363043478260865
25,2023-11-17 17:34:58,0.0,1,308.8190277523131,1.5441050420168065,4.61
26,2023-11-17 17:38:55,0.0,2,351.9783509129513,1.5602863247863246,5.451956521739131
27,2023-11-17 17:42:48,0.0,3,37.41469216910902,1.5975782608695652,3.645434782608697
28,2023-11-17 17:46:37,0.0,4,80.69099462878462,1.546518828451883,4.703333333333333
29,2023-11-17 17:50:35,0.0,5,125.65101580733482,1.5040448979591836,3.5379591836734696
30,2023-11-17 17:54:39,0.0,6,170.80051156683734,1.4857667984189722,3.396274509803922
31,2023-11-17 17:58:51,0.0,7,216.66554727647673,1.5054862745098039,4.143725490196078
32,2023-11-17 18:03:05,1.0,0,262.74791897443623,4.10411567164179,3.1483018867924524
33,2023-11-17 18:07:32,1.0,1,306.6387512786193,4.258225190839695,3.573653846153846
34,2023-11-17 18:11:53,1.0,2,351.01310396299766,4.310900383141763,4.5194230769230765
35,2023-11-17 18:16:13,1.0,3,36.91468953938479,4.42165873015873,4.77921568627451
36,2023-11-17 18:20:24,1.0,4,80.52684202066455,4.423086614173228,4.873333333333333
37,2023-11-17 18:24:37,1.0,5,125.7954470028824,4.423152,5.3622000000000005
38,2023-11-17 18:28:46,1.0,6,170.3442367475727,4.385098039215686,4.285882352941177
39,2023-11-17 18:33:00,1.0,7,215.01712757955232,4.2385789473684214,4.97188679245283
40,2023-11-17 18:37:25,1.0,0,258.52066187870145,3.45152,5.5488
41,2023-11-17 18:41:34,1.0,1,305.79425409005887,3.599925,5.467708333333333
42,2023-11-17 18:45:33,1.0,2,349.0920010791075,3.6020875,5.072291666666667
43,2023-11-17 18:49:32,1.0,3,36.67162020232983,3.605107883817428,5.3289583333333335
44,2023-11-17 18:53:32,1.0,4,78.38270812117261,3.597195020746887,5.0062500000000005
45,2023-11-17 18:57:32,1.0,5,123.06903574827506,3.604416666666667,5.238541666666666
46,2023-11-17 19:01:31,1.0,6,168.04770221755263,3.594384773662551,5.335208333333334
47,2023-11-17 19:05:33,1.0,7,213.7487350390949,3.376579335793358,4.734074074074074
48,2023-11-17 19:10:03,1.0,0,261.1504698409628,2.558253303964758,4.582826086956521
49,2023-11-17 19:13:49,1.0,1,302.9418665733371,2.5664419087136934,4.655510204081633
50,2023-11-17 19:17:49,1.0,2,347.32154566614594,2.571589958158996,4.247916666666667
51,2023-11-17 19:21:47,1.0,3,34.95606026881218,2.5684688796680497,4.105625
52,2023-11-17 19:25:47,1.0,4,75.20546152648389,2.5719142259414225,4.704166666666667
53,2023-11-17 19:29:45,1.0,5,121.30270538356062,2.573560165975104,5.1187499999999995
54,2023-11-17 19:33:45,1.0,6,166.3073514819681,2.5647406639004147,4.9712499999999995
55,2023-11-17 19:37:45,1.0,7,210.93994526720076,2.559553278688525,5.215833333333333
56,2023-11-17 19:41:48,1.0,0,256.3918341398107,1.5000897959183674,4.497755102040816
57,2023-11-17 19:45:52,1.0,1,300.3074683592046,1.5388375527426161,4.817021276595744
58,2023-11-17 19:49:48,1.0,2,344.6140299368976,1.5374522821576764,5.060833333333334
59,2023-11-17 19:53:48,1.0,3,34.817954519449145,1.5482333333333334,4.312083333333334
60,2023-11-17 19:57:47,1.0,4,72.71747492570809,1.5525211864406778,4.8202127659574465
