4174,2023001016,18.11.2023,000000,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901485 N,01817.764372 E,-1,,,-1,1.0,6.4,7.6,227,1013.1,82,-1,-1,-1,-1,-1,0.0,235.65,,*5c
4174,2023001016,18.11.2023,000100,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901643 N,01817.764216 E,-1,,,-1,1.1,6.4,8.1,210,1013.0,82,-1,-1,-1,-1,-1,0.0,236.02,,*5c
4174,2023001016,18.11.2023,000200,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901701 N,01817.764018 E,-1,,,-1,0.9,6.4,7.1,211,1013.0,80,-1,-1,-1,-1,-1,0.0,235.43,,*5c
4174,2023001016,18.11.2023,000300,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901775 N,01817.763648 E,-1,,,-1,1.0,6.4,5.8,206,1013.1,80,-1,-1,-1,-1,-1,0.0,235.24,,*5c
4174,2023001016,18.11.2023,000400,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901687 N,01817.763805 E,-1,,,-1,1.1,6.4,6.6,212,1013.1,79,-1,-1,-1,-1,-1,0.0,234.97,,*5c
4174,2023001016,18.11.2023,000500,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901648 N,01817.763934 E,-1,,,-1,1.1,6.4,6.0,200,1013.1,78,-1,-1,-1,-1,-1,0.0,235.01,,*5c
4174,2023001016,18.11.2023,000600,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901808 N,01817.763448 E,-1,,,-1,1.2,6.4,6.5,201,1013.1,80,-1,-1,-1,-1,-1,0.0,235.09,,*5c
4174,2023001016,18.11.2023,000700,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901727 N,01817.763613 E,-1,,,-1,1.1,6.4,8.2,255,1013.0,79,-1,-1,-1,-1,-1,0.1,234.05,,*5c
4174,2023001016,18.11.2023,000800,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.900841 N,01817.765365 E,-1,,,-1,1.3,6.4,9.0,295,1013.0,80,-1,-1,-1,-1,-1,0.1,234.37,,*5c
4174,2023001016,18.11.2023,000900,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.900834 N,01817.765732 E,-1,,,-1,1.5,6.4,8.1,268,1012.7,79,-1,-1,-1,-1,-1,0.1,235.19,,*5c
4174,2023001016,18.11.2023,001000,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901125 N,01817.764984 E,-1,,,-1,1.4,6.4,6.1,276,1012.7,76,-1,-1,-1,-1,-1,0.0,234.82,,*5c
4174,2023001016,18.11.2023,001100,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901068 N,01817.765357 E,-1,,,-1,1.5,6.4,5.6,302,1012.7,78,-1,-1,-1,-1,-1,0.0,234.92,,*5c
4174,2023001016,18.11.2023,001200,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901273 N,01817.765282 E,-1,,,-1,1.6,6.4,7.2,292,1012.7,76,-1,-1,-1,-1,-1,0.0,234.94,,*5c
4174,2023001016,18.11.2023,001300,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901482 N,01817.764736 E,-1,,,-1,1.5,6.4,7.2,276,1012.8,73,-1,-1,-1,-1,-1,0.0,235.10,,*5c
4174,2023001016,18.11.2023,001400,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901565 N,01817.764366 E,-1,,,-1,1.6,6.4,7.6,282,1012.8,71,-1,-1,-1,-1,-1,0.0,234.17,,*5c
4174,2023001016,18.11.2023,001500,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901061 N,01817.765166 E,-1,,,-1,1.6,6.4,7.1,289,1012.7,68,-1,-1,-1,-1,-1,0.0,234.80,,*5c
4174,2023001016,18.11.2023,001600,3100,-1,-1,-1,-1,-1,-1,5909.617,6930.901781 N,01817.763987 E,-1,,,-1,1.4,6.4,6.6,285,1012.7,70,-1,-1,-1,-1,-1,0.0,234.91,,*5c
