"Ship:","4174","","Survey:","2023001016","","Date:","18.11.2023"

"Station type","Time","Ref. no","Loc.St.No","Log","Latitude","Longitude","Depth","Heading","Speed","Water temp","Wind","Wind dir","Air temp","Air pressure","Humidity","Weather","Seastate","Clouds","Ice","Quantity","Code","Number","Serial no.","Wirelength","Min depth","Max depth","Opening","Spread","Comment"
"  -->","06:08:00","","","5918.713","6934.270882 N","01755.802780 E","","338.30","3.1","7.6","11.1","293","1.5","1011.8","64","","","","","","","","","","","","","",""
"  -->","06:09:00","","","5918.765","6934.321502 N","01755.774700 E","","338.02","3.0","7.6","10.8","291","1.3","1011.8","63","","","","","","","","","","","","","",""
"  -->","06:10:00","","","5918.817","6934.372416 N","01755.737871 E","","337.68","3.1","7.6","9.2","318","1.3","1011.8","64","","","","","","","","","","","","","",""
"  -->","06:11:00","","","5918.870","6934.421986 N","01755.688188 E","","340.04","3.2","7.6","7.8","334","1.2","1011.8","66","","","","","","","","","","","","","",""
"  -->","06:12:00","","","5918.925","6934.474334 N","01755.642219 E","","342.81","3.3","7.6","7.9","295","0.9","1011.5","63","","","","","","","","","","","","","",""
"  -->","06:13:00","","","5918.981","6934.529445 N","01755.608691 E","","342.94","3.5","7.6","12.1","313","1.1","1011.7","66","","","","","","","","","","","","","",""
"  -->","06:14:00","","","5919.038","6934.584463 N","01755.585485 E","","342.52","3.3","7.5","12.0","299","0.8","1011.8","67","","","","","","","","","","","","","",""
"  -->","06:15:00","","","5919.092","6934.638377 N","01755.562387 E","","341.86","3.2","7.5","11.3","308","0.5","1011.8","70","","","","","","","","","","","","","",""
"  -->","06:16:00","","","5919.146","6934.691964 N","01755.533889 E","","342.00","3.3","7.5","11.3","308","0.5","1011.8","71","","","","","","","","","","","","","",""
"  -->","06:17:00","","","5919.202","6934.745893 N","01755.499867 E","","341.61","3.4","7.5","8.0","307","0.5","1011.8","72","","","","","","","","","","","","","",""
"  -->","06:18:00","","","5919.260","6934.801621 N","01755.461391 E","","342.31","3.5","7.5","7.8","305","0.7","1011.7","72","","","","","","","","","","","","","",""
"  -->","06:19:00","","","5919.318","6934.859199 N","01755.425606 E","","341.67","3.3","7.4","7.8","298","0.8","1011.8","73","","","","","","","","","","","","","",""
"  -->","06:20:00","","","5919.377","6934.915303 N","01755.376048 E","","335.13","3.6","7.2","6.9","299","0.7","1011.8","71","","","","","","","","","","","","","",""
"  -->","06:21:00","","","5919.437","6934.969957 N","01755.310123 E","","329.60","3.5","7.1","11.2","299","0.9","1011.7","71","","","","","","","","","","","","","",""
"  -->","06:22:00","","","5919.494","6935.020182 N","01755.235693 E","","320.32","3.3","7.1","10.3","303","0.7","1011.7","70","","","","","","","","","","","","","",""
"  -->","06:23:00","","","5919.548","6935.060853 N","01755.135690 E","","313.29","3.1","7.1","10.5","310","1.0","1011.6","69","","","","","","","","","","","","","",""
"  -->","06:24:00","","","5919.602","6935.096881 N","01755.018348 E","","313.33","3.4","7.1","9.2","302","1.1","1011.4","66","","","","","","","","","","","","","",""
"  -->","06:25:00","","","5919.660","6935.134751 N","01754.898238 E","","313.42","3.4","7.1","5.3","303","1.1","1011.3","67","","","","","","","","","","","","","",""
"  -->","06:26:00","","","5919.717","6935.172013 N","01754.771832 E","","304.89","3.5","7.2","5.9","274","0.9","1011.5","68","","","","","","","","","","","","","",""
"  -->","06:27:00","","","5919.776","6935.205755 N","01754.631707 E","","303.27","3.7","7.4","6.4","272","0.8","1011.5","69","","","","","","","","","","","","","",""
"  -->","06:28:00","","","5919.837","6935.238615 N","01754.487916 E","","303.07","3.2","7.5","6.2","273","0.9","1011.6","70","","","","","","","","","","","","","",""
"  -->","06:29:00","","","5919.881","6935.260659 N","01754.383374 E","","304.39","1.7","7.6","7.4","323","1.0","1011.6","70","","","","","","","","","","","","","",""
"  -->","06:30:00","","","5919.891","6935.268122 N","01754.347154 E","","311.90","0.6","7.6","10.4","348","1.4","1011.7","73","","","","","","","","","","","","","",""
"  -->","06:31:00","","","5919.891","6935.270831 N","01754.344491 E","","327.36","0.1","7.6","8.9","352","1.0","1011.5","75","","","","","","","","","","","","","",""
"  -->","06:32:00","","","5919.891","6935.271345 N","01754.347250 E","","335.04","0.0","7.6","8.8","353","1.0","1011.5","78","","","","","","","","","","","","","",""
"  -->","06:33:00","","","5919.891","6935.270818 N","01754.348337 E","","336.96","0.0","7.6","7.3","354","0.7","1011.5","78","","","","","","","","","","","","","",""
"  -->","06:34:00","","","5919.891","6935.270987 N","01754.347989 E","","337.06","0.1","7.6","7.1","344","0.9","1011.6","78","","","","","","","","","","","","","",""
"  -->","06:35:00","","","5919.891","6935.270804 N","01754.348402 E","","337.44","0.1","7.6","7.8","347","1.3","1011.6","77","","","","","","","","","","","","","",""
"  -->","06:36:00","","","5919.891","6935.270918 N","01754.347463 E","","336.60","0.3","7.6","9.9","345","1.6","1011.6","77","","","","","","","","","","","","","",""
"  -->","06:37:00","","","5919.891","6935.270835 N","01754.346930 E","","336.61","0.0","7.6","10.5","355","1.4","1011.5","75","","","","","","","","","","","","","",""
"  -->","06:38:00","","","5919.891","6935.270997 N","01754.346610 E","","336.71","0.0","7.6","10.3","3","1.1","1011.5","76","","","","","","","","","","","","","",""
"  -->","06:39:00","","","5919.891","6935.270851 N","01754.346260 E","","336.83","0.2","7.6","8.4","360","1.2","1011.5","75","","","","","","","","","","","","","",""
"  -->","06:40:00","","","5919.891","6935.270778 N","01754.346767 E","","337.36","0.1","7.6","9.6","330","1.2","1011.5","74","","","","","","","","","","","","","",""
"  -->","06:41:00","","","5919.891","6935.270876 N","01754.349726 E","","338.65","0.4","7.6","9.2","324","1.2","1011.5","76","","","","","","","","","","","","","",""
"  -->","06:42:00","","","5919.891","6935.270827 N","01754.349118 E","","337.48","0.1","7.6","9.3","328","1.0","1011.7","75","","","","","","","","","","","","","",""
"  -->","06:43:00","","","5919.891","6935.270945 N","01754.348155 E","","337.20","0.2","7.6","8.5","327","1.3","1011.8","75","","","","","","","","","","","","","",""
"  -->","06:44:00","","","5919.891","6935.270754 N","01754.348735 E","","337.04","0.1","7.6","9.4","335","1.4","1011.7","74","","","","","","","","","","","","","",""
"  -->","06:45:00","","","5919.891","6935.271002 N","01754.349080 E","","337.60","0.1","7.6","11.3","323","1.2","1011.7","74","","","","","","","","","","","","","",""
"  -->","06:46:00","","","5919.891","6935.270877 N","01754.348702 E","","336.80","0.1","7.6","11.6","328","1.2","1011.7","75","","","","","","","","","","","","","",""
"  -->","06:47:00","","","5919.891","6935.271025 N","01754.348206 E","","337.37","0.1","7.6","11.2","316","1.1","1011.8","74","","","","","","","","","","","","","",""
"  -->","06:48:00","","","5919.891","6935.271078 N","01754.349446 E","","336.78","0.0","7.6","10.3","311","1.3","1011.8","76","","","","","","","","","","","","","",""
"  -->","06:49:00","","","5919.891","6935.271038 N","01754.348570 E","","336.85","0.1","7.6","10.8","309","1.1","1011.9","73","","","","","","","","","","","","","",""
"  -->","06:50:00","","","5919.891","6935.271173 N","01754.349531 E","","336.68","0.1","7.6","10.1","297","1.5","1011.9","73","","","","","","","","","","","","","",""
"  -->","06:51:00","","","5919.891","6935.271249 N","01754.350508 E","","335.89","0.1","7.6","11.2","300","1.3","1012.1","72","","","","","","","","","","","","","",""
"  -->","06:52:00","","","5919.891","6935.271163 N","01754.349324 E","","336.28","0.1","7.6","9.9","279","1.4","1012.1","70","","","","","","","","","","","","","",""
"  -->","06:53:00","","","5919.891","6935.270903 N","01754.347032 E","","336.33","0.0","7.6","8.3","300","1.7","1012.2","74","","","","","","","","","","","","","",""
"  -->","06:54:00","","","5919.891","6935.270783 N","01754.347653 E","","337.35","0.2","7.6","10.0","296","1.3","1012.2","74","","","","","","","","","","","","","",""
"  -->","06:55:00","","","5919.891","6935.271003 N","01754.348394 E","","336.57","0.1","7.6","8.7","282","1.0","1012.2","72","","","","","","","","","","","","","",""
"  -->","06:56:00","","","5919.891","6935.270929 N","01754.347775 E","","336.45","0.0","7.6","9.3","273","1.0","1012.2","73","","","","","","","","","","","","","",""
"  -->","06:57:00","","","5919.891","6935.270846 N","01754.348209 E","","336.20","0.1","7.6","7.8","267","0.7","1012.2","76","","","","","","","","","","","","","",""
"  -->","06:58:00","","","5919.891","6935.270766 N","01754.348064 E","","336.67","0.0","7.5","8.8","267","0.9","1012.2","78","","","","","","","","","","","","","",""
"  -->","06:59:00","","","5919.891","6935.270593 N","01754.348312 E","","336.70","0.1","7.5","7.8","266","0.6","1012.2","77","","","","","","","","","","","","","",""
"  -->","07:00:00","","","5919.891","6935.270497 N","01754.347067 E","","336.69","0.2","7.4","7.9","278","0.6","1012.2","80","","","","","","","","","","","","","",""
"  -->","07:01:00","","","5919.891","6935.270798 N","01754.347962 E","","333.51","0.2","7.4","10.0","268","0.7","1012.2","81","","","","","","","","","","","","","",""
"  -->","07:02:00","","","5919.891","6935.270688 N","01754.345824 E","","314.94","0.1","7.4","10.4","303","0.8","1012.2","82","","","","","","","","","","","","","",""
"  -->","07:03:00","","","5919.891","6935.270531 N","01754.345436 E","","302.08","0.2","7.4","10.2","302","0.4","1012.2","80","","","","","","","","","","","","","",""
"  -->","07:04:00","","","5919.891","6935.270669 N","01754.345004 E","","302.25","0.2","7.4","9.7","300","0.5","1012.0","80","","","","","","","","","","","","","",""
"  -->","07:05:00","","","5919.891","6935.270707 N","01754.345179 E","","302.40","0.0","7.4","8.3","303","0.4","1012.0","79","","","","","","","","","","","","","",""
"  -->","07:06:00","","","5919.891","6935.270445 N","01754.345216 E","","301.60","0.2","7.4","9.1","305","0.4","1012.1","78","","","","","","","","","","","","","",""
"  -->","07:07:00","","","5919.891","6935.270213 N","01754.345348 E","","302.27","0.2","7.5","12.1","310","0.6","1012.0","79","","","","","","","","","","","","","",""
"  -->","07:08:00","","","5919.891","6935.270674 N","01754.345008 E","","307.26","0.0","7.5","10.7","315","-0.2","1012.0","82","","","","","","","","","","","","","",""
"  -->","07:09:00","","","5919.891","6935.271207 N","01754.346170 E","","321.14","0.1","7.5","10.4","310","-0.3","1011.9","80","","","","","","","","","","","","","",""
"  -->","07:10:00","","","5919.891","6935.270983 N","01754.347343 E","","322.94","0.0","7.5","9.6","314","-0.3","1012.0","81","","","","","","","","","","","","","",""
"  -->","07:11:00","","","5919.891","6935.270912 N","01754.347232 E","","322.31","0.2","7.5","9.7","308","-0.4","1012.2","83","","","","","","","","","","","","","",""
"  -->","07:12:00","","","5919.891","6935.270869 N","01754.346857 E","","321.79","0.0","7.5","7.7","319","-0.3","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:13:00","","","5919.891","6935.270729 N","01754.346705 E","","321.45","0.1","7.5","8.8","322","-0.4","1012.2","85","","","","","","","","","","","","","",""
"  -->","07:14:00","","","5919.891","6935.270705 N","01754.346379 E","","321.49","0.1","7.5","9.5","316","-0.4","1012.2","85","","","","","","","","","","","","","",""
"  -->","07:15:00","","","5919.891","6935.270785 N","01754.346986 E","","322.14","0.0","7.5","7.8","310","-0.5","1012.1","85","","","","","","","","","","","","","",""
"  -->","07:16:00","","","5919.891","6935.271099 N","01754.347970 E","","322.83","0.1","7.5","8.4","307","-0.5","1012.2","86","","","","","","","","","","","","","",""
"  -->","07:17:00","","","5919.891","6935.271015 N","01754.348008 E","","322.15","0.2","7.5","8.0","309","-0.6","1012.3","89","","","","","","","","","","","","","",""
"  -->","07:18:00","","","5919.891","6935.270884 N","01754.346616 E","","321.51","0.1","7.5","7.2","318","-0.6","1012.3","88","","","","","","","","","","","","","",""
"  -->","07:19:00","","","5919.891","6935.270724 N","01754.346634 E","","321.70","0.1","7.5","7.7","297","-0.5","1012.2","88","","","","","","","","","","","","","",""
"  -->","07:20:00","","","5919.891","6935.271022 N","01754.347579 E","","322.46","0.1","7.5","8.1","311","-0.2","1012.2","90","","","","","","","","","","","","","",""
"  -->","07:21:00","","","5919.891","6935.270962 N","01754.347692 E","","322.28","0.0","7.5","7.2","310","-0.8","1012.2","89","","","","","","","","","","","","","",""
"  -->","07:22:00","","","5919.891","6935.270964 N","01754.347408 E","","322.07","0.0","7.5","7.5","315","-0.7","1012.2","89","","","","","","","","","","","","","",""
"  -->","07:23:00","","","5919.891","6935.271010 N","01754.346894 E","","321.87","0.2","7.5","6.6","311","-0.7","1012.2","87","","","","","","","","","","","","","",""
"  -->","07:24:00","","","5919.891","6935.270872 N","01754.347566 E","","324.56","0.1","7.5","7.1","316","-0.7","1012.2","88","","","","","","","","","","","","","",""
"  -->","07:25:00","","","5919.891","6935.270983 N","01754.347819 E","","329.87","0.2","7.5","5.7","317","-0.8","1012.2","87","","","","","","","","","","","","","",""
"  -->","07:26:00","","","5919.891","6935.270992 N","01754.348150 E","","335.91","0.1","7.5","4.5","318","-0.8","1012.2","87","","","","","","","","","","","","","",""
"  -->","07:27:00","","","5919.891","6935.270877 N","01754.347937 E","","335.91","0.1","7.5","4.7","311","-0.6","1012.2","88","","","","","","","","","","","","","",""
"  -->","07:28:00","","","5919.891","6935.270934 N","01754.348305 E","","338.61","0.2","7.5","4.2","294","-0.6","1012.1","88","","","","","","","","","","","","","",""
"  -->","07:29:00","","","5919.891","6935.270814 N","01754.348747 E","","340.84","0.1","7.5","4.6","282","-0.6","1012.1","88","","","","","","","","","","","","","",""
"  -->","07:30:00","","","5919.891","6935.270887 N","01754.348421 E","","340.07","0.1","7.5","4.5","288","-0.5","1012.2","88","","","","","","","","","","","","","",""
"  -->","07:31:00","","","5919.891","6935.270918 N","01754.348044 E","","340.53","0.0","7.5","4.7","297","-0.5","1012.2","87","","","","","","","","","","","","","",""
"  -->","07:32:00","","","5919.891","6935.270806 N","01754.347979 E","","340.55","0.0","7.5","4.2","291","-0.4","1012.2","87","","","","","","","","","","","","","",""
"  -->","07:33:00","","","5919.891","6935.270846 N","01754.348193 E","","340.91","0.1","7.5","4.4","307","-0.3","1012.2","87","","","","","","","","","","","","","",""
"  -->","07:34:00","","","5919.891","6935.270868 N","01754.347773 E","","340.99","0.2","7.5","4.4","301","-0.2","1012.2","86","","","","","","","","","","","","","",""
"  -->","07:35:00","","","5919.891","6935.270846 N","01754.347634 E","","341.02","0.0","7.5","4.4","303","-0.3","1012.2","86","","","","","","","","","","","","","",""
"  -->","07:36:00","","","5919.891","6935.270929 N","01754.347722 E","","340.70","0.0","7.4","3.5","298","-0.3","1012.2","85","","","","","","","","","","","","","",""
"  -->","07:37:00","","","5919.891","6935.270855 N","01754.347496 E","","340.74","0.1","7.5","3.6","317","-0.2","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:38:00","","","5919.891","6935.270684 N","01754.347546 E","","341.25","0.0","7.5","3.5","305","-0.2","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:39:00","","","5919.891","6935.270723 N","01754.347198 E","","341.24","0.3","7.4","2.9","308","-0.2","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:40:00","","","5919.891","6935.270801 N","01754.347837 E","","340.68","0.1","7.4","1.9","294","-0.1","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:41:00","","","5919.891","6935.270893 N","01754.348300 E","","340.58","0.2","7.3","3.2","279","0.0","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:42:00","","","5919.891","6935.270872 N","01754.348348 E","","340.62","0.0","7.2","4.5","295","0.1","1012.2","85","","","","","","","","","","","","","",""
"  -->","07:43:00","","","5919.891","6935.270801 N","01754.348149 E","","340.46","0.1","7.2","3.8","286","0.0","1012.3","85","","","","","","","","","","","","","",""
"  -->","07:44:00","","","5919.891","6935.270723 N","01754.347923 E","","340.55","0.1","7.2","3.8","289","0.0","1012.3","83","","","","","","","","","","","","","",""
"  -->","07:45:00","","","5919.891","6935.270779 N","01754.347601 E","","340.64","0.0","7.2","3.6","284","0.0","1012.3","82","","","","","","","","","","","","","",""
"  -->","07:46:00","","","5919.891","6935.270721 N","01754.347635 E","","340.45","0.1","7.2","2.9","285","0.0","1012.3","83","","","","","","","","","","","","","",""
"  -->","07:47:00","","","5919.891","6935.270814 N","01754.347634 E","","340.84","0.1","7.2","3.3","268","0.0","1012.3","84","","","","","","","","","","","","","",""
"  -->","07:48:00","","","5919.891","6935.270804 N","01754.347716 E","","340.59","0.1","7.3","3.2","286","0.1","1012.3","83","","","","","","","","","","","","","",""
"  -->","07:49:00","","","5919.891","6935.270780 N","01754.347686 E","","340.76","0.1","7.2","3.3","304","0.2","1012.3","84","","","","","","","","","","","","","",""
"  -->","07:50:00","","","5919.891","6935.270784 N","01754.347357 E","","340.89","0.1","7.2","3.5","285","0.2","1012.3","84","","","","","","","","","","","","","",""
"  -->","07:51:00","","","5919.891","6935.270830 N","01754.348228 E","","340.52","0.0","7.2","5.1","279","0.3","1012.2","83","","","","","","","","","","","","","",""
"  -->","07:52:00","","","5919.891","6935.270863 N","01754.348630 E","","340.38","0.1","7.2","8.5","300","0.4","1012.3","84","","","","","","","","","","","","","",""
"  -->","07:53:00","","","5919.891","6935.270965 N","01754.348701 E","","341.44","0.1","7.2","8.8","303","0.3","1012.3","83","","","","","","","","","","","","","",""
"  -->","07:54:00","","","5919.891","6935.271010 N","01754.348508 E","","340.60","0.1","7.2","8.8","304","-0.1","1012.3","83","","","","","","","","","","","","","",""
"  -->","07:55:00","","","5919.891","6935.270898 N","01754.346841 E","","340.69","0.3","7.2","6.7","312","-0.4","1012.3","82","","","","","","","","","","","","","",""
"  -->","07:56:00","","","5919.891","6935.270831 N","01754.347079 E","","341.06","0.1","7.2","6.0","304","-0.3","1012.2","83","","","","","","","","","","","","","",""
"  -->","07:57:00","","","5919.891","6935.270939 N","01754.348181 E","","340.87","0.1","7.2","7.0","310","-0.3","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:58:00","","","5919.891","6935.270899 N","01754.347282 E","","340.96","0.1","7.2","6.6","313","-0.5","1012.2","84","","","","","","","","","","","","","",""
"  -->","07:59:00","","","5919.891","6935.270801 N","01754.347594 E","","341.57","0.1","7.1","8.1","307","-0.3","1012.2","84","","","","","","","","","","","","","",""
"  -->","08:00:00","","","5919.891","6935.270922 N","01754.348422 E","","340.97","0.3","7.1","7.4","313","-0.5","1012.2","84","","","","","","","","","","","","","",""
"  -->","08:01:00","","","5919.891","6935.270743 N","01754.347410 E","","340.89","0.1","7.1","7.1","307","-0.6","1012.3","84","","","","","","","","","","","","","",""
"  -->","08:02:00","","","5919.891","6935.270684 N","01754.346752 E","","340.64","0.1","7.1","5.7","315","-0.4","1012.2","84","","","","","","","","","","","","","",""
"  -->","08:03:00","","","5919.891","6935.270694 N","01754.347180 E","","341.10","0.1","7.1","5.6","318","-0.5","1012.2","84","","","","","","","","","","","","","",""
"  -->","08:04:00","","","5919.891","6935.270774 N","01754.347615 E","","340.91","0.1","7.1","5.7","326","-0.3","1012.2","84","","","","","","","","","","","","","",""
"  -->","08:05:00","","","5919.891","6935.270755 N","01754.347973 E","","340.50","0.1","7.1","5.8","322","-0.4","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:06:00","","","5919.891","6935.270693 N","01754.346694 E","","326.01","0.0","7.1","5.4","310","-0.4","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:07:00","","","5919.891","6935.270978 N","01754.347249 E","","324.23","0.0","7.1","6.1","314","-0.3","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:08:00","","","5919.891","6935.271070 N","01754.349513 E","","325.28","0.3","7.1","5.2","297","-0.3","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:09:00","","","5919.899","6935.283381 N","01754.336126 E","","328.17","1.5","7.1","6.6","296","-0.1","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:10:00","","","5919.936","6935.317573 N","01754.289810 E","","324.56","3.5","7.1","5.8","307","-0.4","1012.3","84","","","","","","","","","","","","","",""
"  -->","08:11:00","","","5920.010","6935.379575 N","01754.166269 E","","320.08","5.4","7.2","5.2","305","-0.5","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:12:00","","","5920.106","6935.452893 N","01753.991933 E","","319.03","6.4","7.2","5.8","313","-0.4","1012.2","84","","","","","","","","","","","","","",""
"  -->","08:13:00","","","5920.207","6935.531033 N","01753.803143 E","","318.39","6.2","7.3","6.4","265","-0.3","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:14:00","","","5920.311","6935.609413 N","01753.613268 E","","318.47","6.0","7.5","5.8","267","-0.5","1012.3","88","","","","","","","","","","","","","",""
"  -->","08:15:00","","","5920.406","6935.681844 N","01753.439713 E","","318.74","5.5","7.5","6.2","259","-0.7","1012.3","89","","","","","","","","","","","","","",""
"  -->","08:16:00","","","5920.492","6935.748108 N","01753.283955 E","","318.56","4.8","7.6","6.2","259","-0.6","1012.3","90","","","","","","","","","","","","","",""
"  -->","08:17:00","","","5920.573","6935.809558 N","01753.139715 E","","318.44","4.6","7.6","5.1","250","-0.7","1012.4","92","","","","","","","","","","","","","",""
"  -->","08:18:00","","","5920.649","6935.868344 N","01753.000348 E","","318.62","4.5","7.6","4.7","261","-0.7","1012.3","92","","","","","","","","","","","","","",""
"  -->","08:19:00","","","5920.723","6935.926192 N","01752.868788 E","","321.87","4.4","7.6","7.2","253","-0.7","1012.3","92","","","","","","","","","","","","","",""
"  -->","08:20:00","","","5920.795","6935.984471 N","01752.750794 E","","321.70","4.1","7.6","6.0","264","-0.5","1012.3","92","","","","","","","","","","","","","",""
"  -->","08:21:00","","","5920.866","6936.042114 N","01752.634741 E","","321.58","4.2","7.6","6.7","257","-0.6","1012.4","92","","","","","","","","","","","","","",""
"  -->","08:22:00","","","5920.935","6936.098639 N","01752.520604 E","","321.65","4.2","7.6","7.1","259","-0.5","1012.3","93","","","","","","","","","","","","","",""
"  -->","08:23:00","","","5921.003","6936.154351 N","01752.412491 E","","321.79","4.1","7.6","7.5","271","-0.5","1012.4","92","","","","","","","","","","","","","",""
"  -->","08:24:00","","","5921.072","6936.211129 N","01752.302339 E","","321.50","4.3","7.6","7.8","262","-0.5","1012.4","92","","","","","","","","","","","","","",""
"  -->","08:25:00","","","5921.139","6936.266212 N","01752.193460 E","","321.55","4.3","7.6","6.6","276","-0.6","1012.4","92","","","","","","","","","","","","","",""
"  -->","08:26:00","","","5921.207","6936.320002 N","01752.085549 E","","321.61","4.0","7.6","7.2","266","-0.7","1012.4","92","","","","","","","","","","","","","",""
"  -->","08:27:00","","","5921.270","6936.372869 N","01751.978826 E","","321.48","3.8","7.6","5.7","261","-0.6","1012.4","91","","","","","","","","","","","","","",""
"  -->","08:28:00","","","5921.336","6936.426486 N","01751.873321 E","","325.03","4.0","7.6","4.4","249","-0.6","1012.3","94","","","","","","","","","","","","","",""
"  -->","08:29:00","","","5921.403","6936.484870 N","01751.773315 E","","327.70","4.4","7.6","6.0","255","-0.6","1012.3","92","","","","","","","","","","","","","",""
"  -->","08:30:00","","","5921.476","6936.547908 N","01751.672102 E","","327.62","4.5","7.6","5.5","250","-0.6","1012.2","94","","","","","","","","","","","","","",""
"  -->","08:31:00","","","5921.551","6936.611847 N","01751.568955 E","","327.92","4.4","7.6","6.9","240","-0.5","1012.2","93","","","","","","","","","","","","","",""
"  -->","08:32:00","","","5921.632","6936.683819 N","01751.453505 E","","327.80","5.5","7.6","6.7","260","-0.4","1012.3","93","","","","","","","","","","","","","",""
"  -->","08:33:00","","","5921.729","6936.767150 N","01751.320966 E","","327.66","6.1","7.6","6.5","247","-0.4","1012.3","92","","","","","","","","","","","","","",""
"  -->","08:34:00","","","5921.830","6936.856967 N","01751.172308 E","","327.27","6.4","7.6","7.0","257","-0.4","1012.2","94","","","","","","","","","","","","","",""
"  -->","08:35:00","","","5921.938","6936.949372 N","01751.018822 E","","326.99","6.4","7.6","5.9","255","-0.3","1012.2","93","","","","","","","","","","","","","",""
"  -->","08:36:00","","","5922.045","6937.040424 N","01750.861683 E","","327.60","6.5","7.6","6.0","254","-0.3","1012.3","90","","","","","","","","","","","","","",""
"  -->","08:37:00","","","5922.153","6937.133685 N","01750.705838 E","","327.55","6.4","7.6","5.6","275","-0.2","1012.2","91","","","","","","","","","","","","","",""
"  -->","08:38:00","","","5922.269","6937.234634 N","01750.537786 E","","327.83","7.6","7.6","6.3","247","0.0","1012.2","90","","","","","","","","","","","","","",""
"  -->","08:39:00","","","5922.398","6937.348491 N","01750.353546 E","","330.31","7.9","7.6","4.7","254","0.1","1012.2","89","","","","","","","","","","","","","",""
"  -->","08:40:00","","","5922.536","6937.468056 N","01750.174677 E","","330.69","8.3","7.6","6.2","255","0.2","1012.2","89","","","","","","","","","","","","","",""
"  -->","08:41:00","","","5922.672","6937.588020 N","01749.996698 E","","330.30","8.2","7.6","6.2","247","0.1","1012.2","89","","","","","","","","","","","","","",""
"  -->","08:42:00","","","5922.805","6937.707368 N","01749.816017 E","","329.44","8.3","7.6","7.0","253","0.2","1012.2","88","","","","","","","","","","","","","",""
"  -->","08:43:00","","","5922.941","6937.822829 N","01749.618153 E","","326.75","8.3","7.6","5.8","249","0.3","1012.2","87","","","","","","","","","","","","","",""
"  -->","08:44:00","","","5923.082","6937.940081 N","01749.406765 E","","326.81","8.4","7.6","6.1","240","0.2","1012.2","87","","","","","","","","","","","","","",""
"  -->","08:45:00","","","5923.221","6938.059369 N","01749.194781 E","","327.09","8.4","7.6","5.8","253","0.3","1012.2","87","","","","","","","","","","","","","",""
"  -->","08:46:00","","","5923.364","6938.180648 N","01748.980481 E","","326.63","8.7","7.6","7.1","234","0.3","1012.2","85","","","","","","","","","","","","","",""
"Other","08:46:51","3","3472","5923.488","6938.285632 N","01748.793002 E","","327.36","8.7","7.6","7.4","219","0.3","1012.2","87","","","","","","","","","","","","","","Frigg: Transit mot Malangsdjupet. Bølgehøyde BF 3-4"
"  -->","08:47:00","","","5923.508","6938.302240 N","01748.764031 E","","326.96","8.8","7.6","6.8","227","0.3","1012.2","87","","","","","","","","","","","","","",""
"  -->","08:48:00","","","5923.658","6938.427886 N","01748.532534 E","","326.33","8.9","7.6","6.7","236","0.2","1012.2","86","","","","","","","","","","","","","",""
"  -->","08:49:00","","","5923.805","6938.552626 N","01748.296175 E","","327.23","9.0","7.6","7.3","222","0.3","1012.2","85","","","","","","","","","","","","","",""
"  -->","08:50:00","","","5923.955","6938.678404 N","01748.071812 E","","329.60","8.9","7.7","7.6","232","0.3","1012.1","84","","","","","","","","","","","","","",""
"  -->","08:51:00","","","5924.101","6938.803919 N","01747.861843 E","","329.60","9.0","7.8","6.6","232","0.3","1012.1","84","","","","","","","","","","","","","",""
"  -->","08:52:00","","","5924.258","6938.947116 N","01747.699819 E","","347.85","9.6","7.8","6.8","227","0.3","1012.1","84","","","","","","","","","","","","","",""
"  -->","08:53:00","","","5924.417","6939.102679 N","01747.608333 E","","347.34","9.9","7.8","7.4","227","0.4","1012.1","84","","","","","","","","","","","","","",""
"  -->","08:54:00","","","5924.574","6939.249692 N","01747.460700 E","","327.10","9.3","7.9","7.8","219","0.4","1012.1","84","","","","","","","","","","","","","",""
"  -->","08:55:00","","","5924.730","6939.372221 N","01747.189206 E","","321.67","9.1","7.9","7.2","228","0.6","1012.1","85","","","","","","","","","","","","","",""
"  -->","08:56:00","","","5924.868","6939.477499 N","01746.937746 E","","321.79","7.6","8.0","6.3","220","0.7","1012.1","84","","","","","","","","","","","","","",""
"  -->","08:57:00","","","5924.987","6939.568038 N","01746.722357 E","","321.81","6.4","8.1","6.9","244","0.8","1012.0","83","","","","","","","","","","","","","",""
"  -->","08:58:00","","","5925.083","6939.642459 N","01746.550507 E","","316.50","5.3","8.1","6.3","233","0.9","1012.0","84","","","","","","","","","","","","","",""
"  -->","08:59:00","","","5925.167","6939.694268 N","01746.365724 E","","297.57","4.6","8.1","7.5","225","0.9","1012.0","82","","","","","","","","","","","","","",""
