"Ship:","4174","","Survey:","2023001016","","Date:","21.11.2023"

"Station type","Time","Ref. no","Loc.St.No","Log","Latitude","Longitude","Depth","Heading","Speed","Water temp","Wind","Wind dir","Air temp","Air pressure","Humidity","Weather","Seastate","Clouds","Ice","Quantity","Code","Number","Serial no.","Wirelength","Min depth","Max depth","Opening","Spread","Comment"
"  -->","00:16:00","","","6205.959","7000.257279 N","02028.175102 E","","259.95","6.5","6.7","9.8","195","0.1","1020.6","65","","","","","","","","","","","","","",""
"  -->","00:17:00","","","6206.062","7000.249077 N","02027.878703 E","","260.36","5.8","6.7","11.4","192","0.0","1020.7","64","","","","","","","","","","","","","",""
"  -->","00:18:00","","","6206.155","7000.243477 N","02027.606923 E","","260.26","5.5","6.7","11.5","180","-0.2","1020.6","61","","","","","","","","","","","","","",""
"  -->","00:19:00","","","6206.244","7000.237117 N","02027.348834 E","","260.62","5.3","6.7","10.1","184","-0.2","1020.7","59","","","","","","","","","","","","","",""
"  -->","00:20:00","","","6206.331","7000.239946 N","02027.097516 E","","277.86","5.2","6.7","10.2","180","-0.1","1020.7","60","","","","","","","","","","","","","",""
"  -->","00:21:00","","","6206.418","7000.259155 N","02026.851538 E","","278.12","5.2","6.7","10.4","183","-0.1","1020.6","63","","","","","","","","","","","","","",""
"  -->","00:22:00","","","6206.504","7000.278624 N","02026.608162 E","","278.59","5.2","6.7","9.2","175","-0.2","1020.7","60","","","","","","","","","","","","","",""
"  -->","00:23:00","","","6206.589","7000.297764 N","02026.365980 E","","278.17","5.0","6.7","9.5","172","-0.2","1020.7","62","","","","","","","","","","","","","",""
"  -->","00:24:00","","","6206.666","7000.315714 N","02026.148360 E","","274.49","4.0","6.7","9.6","174","-0.2","1020.7","61","","","","","","","","","","","","","",""
"  -->","00:25:00","","","6206.725","7000.327667 N","02025.985860 E","","263.12","2.9","6.7","10.3","171","-0.2","1020.7","60","","","","","","","","","","","","","",""
"  -->","00:26:00","","","6206.771","7000.334400 N","02025.854892 E","","273.07","2.5","6.7","10.0","178","-0.1","1020.7","62","","","","","","","","","","","","","",""
"  -->","00:27:00","","","6206.815","7000.346659 N","02025.728955 E","","272.92","3.2","6.7","8.9","166","-0.1","1020.7","62","","","","","","","","","","","","","",""
"  -->","00:28:00","","","6206.874","7000.358530 N","02025.557924 E","","272.03","4.2","6.7","9.4","166","0.0","1020.7","61","","","","","","","","","","","","","",""
"  -->","00:29:00","","","6206.950","7000.363970 N","02025.337841 E","","263.01","4.9","6.7","10.6","173","-0.1","1020.6","61","","","","","","","","","","","","","",""
"  -->","00:30:00","","","6207.037","7000.361150 N","02025.082585 E","","261.91","5.6","6.7","10.3","177","-0.1","1020.7","58","","","","","","","","","","","","","",""
"  -->","00:31:00","","","6207.133","7000.355490 N","02024.803286 E","","261.70","6.0","6.7","9.3","175","0.0","1020.7","58","","","","","","","","","","","","","",""
"  -->","00:32:00","","","6207.235","7000.347402 N","02024.508277 E","","262.00","6.2","6.7","4.4","232","0.0","1020.6","57","","","","","","","","","","","","","",""
"  -->","00:33:00","","","6207.334","7000.337041 N","02024.219406 E","","262.67","6.4","6.7","5.9","239","0.0","1020.6","58","","","","","","","","","","","","","",""
"  -->","00:34:00","","","6207.446","7000.326565 N","02023.925878 E","","261.88","6.4","6.8","6.6","239","-0.4","1020.4","55","","","","","","","","","","","","","",""
"  -->","00:35:00","","","6207.554","7000.313676 N","02023.585023 E","","262.22","6.5","6.8","6.3","234","-0.4","1020.4","53","","","","","","","","","","","","","",""
"  -->","00:36:00","","","6207.663","7000.302854 N","02023.272726 E","","262.32","6.4","6.8","6.5","228","-0.3","1020.4","53","","","","","","","","","","","","","",""
"  -->","00:37:00","","","6207.771","7000.292987 N","02022.960019 E","","261.93","6.5","6.8","8.9","238","-0.3","1020.4","53","","","","","","","","","","","","","",""
"  -->","00:38:00","","","6207.875","7000.283523 N","02022.649896 E","","262.01","6.4","6.8","8.2","226","-0.2","1020.5","54","","","","","","","","","","","","","",""
"  -->","00:39:00","","","6207.983","7000.273242 N","02022.340778 E","","261.89","6.4","6.9","7.1","233","-0.8","1020.4","51","","","","","","","","","","","","","",""
"  -->","00:40:00","","","6208.092","7000.262681 N","02022.031282 E","","262.40","6.4","7.0","7.6","224","-0.8","1020.5","52","","","","","","","","","","","","","",""
"  -->","00:41:00","","","6208.198","7000.253852 N","02021.722277 E","","261.79","6.4","7.0","8.9","224","-0.8","1020.5","54","","","","","","","","","","","","","",""
"  -->","00:42:00","","","6208.301","7000.241445 N","02021.418220 E","","258.86","6.3","7.0","8.1","224","-1.0","1020.5","52","","","","","","","","","","","","","",""
"  -->","00:43:00","","","6208.407","7000.224719 N","02021.117199 E","","259.03","6.3","7.0","8.6","223","-0.8","1020.5","56","","","","","","","","","","","","","",""
"  -->","00:44:00","","","6208.513","7000.208224 N","02020.815247 E","","259.03","6.3","7.0","8.4","223","-0.9","1020.5","54","","","","","","","","","","","","","",""
"  -->","00:45:00","","","6208.616","7000.192029 N","02020.512486 E","","259.16","6.3","7.0","8.5","228","-0.9","1020.5","56","","","","","","","","","","","","","",""
"  -->","00:46:00","","","6208.722","7000.176372 N","02020.211297 E","","258.93","6.2","7.0","9.3","229","-0.8","1020.5","56","","","","","","","","","","","","","",""
"  -->","00:47:00","","","6208.825","7000.160399 N","02019.913805 E","","259.00","6.2","6.9","9.2","229","-0.9","1020.4","56","","","","","","","","","","","","","",""
"  -->","00:48:00","","","6208.928","7000.144393 N","02019.618123 E","","259.36","6.2","6.9","10.3","229","-0.8","1020.4","56","","","","","","","","","","","","","",""
"  -->","00:49:00","","","6209.030","7000.130089 N","02019.324612 E","","255.84","6.1","6.9","9.9","221","-1.1","1020.4","54","","","","","","","","","","","","","",""
"  -->","00:50:00","","","6209.131","7000.109776 N","02019.036179 E","","254.79","6.1","7.0","8.5","217","-1.1","1020.4","54","","","","","","","","","","","","","",""
"  -->","00:51:00","","","6209.232","7000.087673 N","02018.745929 E","","254.79","6.2","7.0","8.1","212","-1.1","1020.5","54","","","","","","","","","","","","","",""
"  -->","00:52:00","","","6209.336","7000.065020 N","02018.452375 E","","255.15","6.2","6.9","9.0","210","-1.1","1020.5","53","","","","","","","","","","","","","",""
"  -->","00:53:00","","","6209.439","7000.042843 N","02018.156878 E","","255.12","6.3","6.8","7.9","207","-1.1","1020.5","54","","","","","","","","","","","","","",""
"  -->","00:54:00","","","6209.544","7000.021261 N","02017.859249 E","","254.79","6.3","6.8","7.2","204","-1.1","1020.6","55","","","","","","","","","","","","","",""
"  -->","00:55:00","","","6209.650","6959.999742 N","02017.560882 E","","255.71","6.3","6.6","10.2","210","-1.0","1020.5","56","","","","","","","","","","","","","",""
"  -->","00:56:00","","","6209.754","6959.980021 N","02017.264716 E","","252.80","6.2","6.5","10.5","213","-1.1","1020.6","54","","","","","","","","","","","","","",""
"  -->","00:57:00","","","6209.857","6959.955081 N","02016.976615 E","","251.07","6.1","6.5","8.8","213","-1.0","1020.6","54","","","","","","","","","","","","","",""
"  -->","00:58:00","","","6209.957","6959.929249 N","02016.690380 E","","251.47","6.1","6.5","10.2","212","-0.9","1020.6","56","","","","","","","","","","","","","",""
"  -->","00:59:00","","","6210.058","6959.904743 N","02016.405431 E","","250.97","6.0","6.5","11.2","212","-0.9","1020.6","57","","","","","","","","","","","","","",""
"  -->","01:00:00","","","6210.159","6959.881214 N","02016.121572 E","","250.96","6.0","6.5","10.7","213","-0.9","1020.6","58","","","","","","","","","","","","","",""
"  -->","01:01:00","","","6210.260","6959.857320 N","02015.837740 E","","250.40","6.0","6.6","11.2","216","-0.9","1020.5","60","","","","","","","","","","","","","",""
"  -->","01:02:00","","","6210.359","6959.831187 N","02015.555528 E","","251.39","6.1","6.8","10.9","209","-0.7","1020.6","60","","","","","","","","","","","","","",""
"  -->","01:03:00","","","6210.462","6959.805601 N","02015.269786 E","","249.84","6.3","6.9","11.1","205","-1.0","1020.5","62","","","","","","","","","","","","","",""
"Other","01:03:29","11","3558","6210.513","6959.790342 N","02015.119961 E","","249.14","6.6","6.9","9.6","204","-1.0","1020.6","60","","","","","","","","","","","","","","USV External control experiments ongoing"
"  -->","01:04:00","","","6210.567","6959.774258 N","02014.969644 E","","249.24","6.8","6.9","11.1","205","-0.9","1020.6","61","","","","","","","","","","","","","",""
"  -->","01:05:00","","","6210.685","6959.738385 N","02014.641493 E","","248.85","7.1","6.9","11.1","200","-0.9","1020.6","59","","","","","","","","","","","","","",""
"  -->","01:06:00","","","6210.792","6959.708764 N","02014.377590 E","","248.69","6.1","6.9","9.5","183","-1.0","1020.6","59","","","","","","","","","","","","","",""
"  -->","01:07:00","","","6210.884","6959.688244 N","02014.125794 E","","255.25","5.6","6.9","9.9","180","-1.0","1020.6","59","","","","","","","","","","","","","",""
"  -->","01:08:00","","","6210.978","6959.705235 N","02013.856141 E","","279.17","5.3","-999.00","9.6","183","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:09:00","","","6211.061","6959.722681 N","02013.673528 E","","279.63","5.1","7.0","10.6","181","-1.1","1020.8","59","","","","","","","","","","","","","",""
"  -->","01:10:00","","","6211.143","6959.746551 N","02013.438668 E","","279.35","4.9","-999.00","10.6","175","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:11:00","","","6211.227","6959.773281 N","02013.181039 E","","280.28","4.8","-999.00","11.2","183","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:12:00","","","6211.308","6959.799478 N","02012.945081 E","","280.38","4.7","-999.00","10.9","183","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:13:00","","","6211.387","6959.821961 N","02012.749830 E","","280.09","4.7","-999.00","11.1","181","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:14:00","","","6211.458","6959.853130 N","02012.495764 E","","275.42","3.7","-999.00","12.0","185","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:15:00","","","6211.504","6959.862401 N","02012.383556 E","","247.37","2.0","-999.00","12.1","192","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:16:00","","","6211.531","6959.867705 N","02012.293225 E","","225.06","1.5","-999.00","11.3","189","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:17:00","","","6211.540","6959.870082 N","02012.249804 E","","211.61","0.6","7.0","10.7","193","-0.9","1020.4","68","","","","","","","","","","","","","",""
"  -->","01:18:00","","","6211.540","6959.875451 N","02012.231687 E","","206.17","0.5","-999.00","10.8","192","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:19:00","","","6211.540","6959.882965 N","02012.230910 E","","205.02","0.2","7.0","11.0","199","-0.8","1020.2","66","","","","","","","","","","","","","",""
"  -->","01:20:00","","","6211.540","6959.883002 N","02012.232410 E","","206.84","0.1","7.0","10.5","193","-0.8","1020.2","68","","","","","","","","","","","","","",""
"  -->","01:21:00","","","6211.540","6959.883112 N","02012.232654 E","","206.51","0.0","7.0","11.2","198","-0.8","1020.2","67","","","","","","","","","","","","","",""
"  -->","01:22:00","","","6211.540","6959.883165 N","02012.232495 E","","206.55","0.1","-999.00","10.3","197","-999.00","-999.00","-999.00","","","","","","","","","","","","","",""
"  -->","01:23:00","","","6211.540","6959.882960 N","02012.233111 E","","205.57","0.0","7.0","9.9","210","-0.7","1020.3","66","","","","","","","","","","","","","",""
"  -->","01:24:00","","","6211.540","6959.883153 N","02012.233152 E","","205.96","0.0","7.0","10.9","203","-0.8","1020.2","67","","","","","","","","","","","","","",""
"  -->","01:25:00","","","6211.540","6959.883080 N","02012.232523 E","","206.20","0.0","7.0","10.9","201","-0.8","1020.2","66","","","","","","","","","","","","","",""
"  -->","01:26:00","","","6211.540","6959.883049 N","02012.232697 E","","206.19","0.1","7.0","10.8","199","-0.8","1020.2","66","","","","","","","","","","","","","",""
"  -->","01:27:00","","","6211.540","6959.883030 N","02012.232809 E","","206.09","0.1","7.0","10.8","202","-0.7","1020.2","68","","","","","","","","","","","","","",""
"  -->","01:28:00","","","6211.540","6959.883007 N","02012.232962 E","","205.88","0.0","7.0","9.6","199","-0.8","1020.2","67","","","","","","","","","","","","","",""
"  -->","01:29:00","","","6211.540","6959.882836 N","02012.233293 E","","205.48","0.0","7.0","11.1","208","-0.6","1020.2","67","","","","","","","","","","","","","",""
"  -->","01:30:00","","","6211.540","6959.882781 N","02012.233951 E","","205.45","0.0","7.0","11.1","216","-0.6","1020.2","69","","","","","","","","","","","","","",""
"  -->","01:31:00","","","6211.540","6959.883018 N","02012.233550 E","","206.39","0.0","7.0","11.1","204","-0.8","1020.1","66","","","","","","","","","","","","","",""
"  -->","01:32:00","","","6211.540","6959.883039 N","02012.233168 E","","205.87","0.0","7.0","10.9","214","-0.6","1020.1","67","","","","","","","","","","","","","",""
"  -->","01:33:00","","","6211.540","6959.883089 N","02012.232909 E","","206.15","0.1","7.0","9.9","210","-0.8","1020.1","67","","","","","","","","","","","","","",""
"  -->","01:34:00","","","6211.540","6959.882982 N","02012.232781 E","","205.90","0.0","7.0","10.0","214","-0.8","1020.1","65","","","","","","","","","","","","","",""
"  -->","01:35:00","","","6211.540","6959.883079 N","02012.232886 E","","205.98","0.0","7.0","10.2","217","-0.8","1020.1","65","","","","","","","","","","","","","",""
"  -->","01:36:00","","","6211.540","6959.882974 N","02012.233557 E","","205.85","0.0","7.0","10.6","218","-0.6","1020.1","65","","","","","","","","","","","","","",""
"  -->","01:37:00","","","6211.540","6959.883106 N","02012.232717 E","","206.21","0.0","7.0","10.1","219","-0.7","1020.0","64","","","","","","","","","","","","","",""
"  -->","01:38:00","","","6211.540","6959.883162 N","02012.232511 E","","206.47","0.0","7.0","10.3","209","-0.5","1020.0","66","","","","","","","","","","","","","",""
"  -->","01:39:00","","","6211.540","6959.883245 N","02012.232290 E","","206.58","0.0","7.0","9.9","208","-0.6","1020.1","65","","","","","","","","","","","","","",""
"  -->","01:40:00","","","6211.540","6959.882884 N","02012.233018 E","","205.47","0.0","7.0","9.4","211","-0.7","1020.0","65","","","","","","","","","","","","","",""
"  -->","01:41:00","","","6211.540","6959.883032 N","02012.232527 E","","206.28","0.0","7.0","9.9","205","-0.5","1020.0","63","","","","","","","","","","","","","",""
"  -->","01:42:00","","","6211.540","6959.883078 N","02012.232830 E","","206.02","0.0","7.0","10.4","212","-0.4","1020.1","66","","","","","","","","","","","","","",""
"  -->","01:43:00","","","6211.540","6959.883074 N","02012.232717 E","","205.98","0.1","7.0","10.4","205","-0.7","1020.1","64","","","","","","","","","","","","","",""
"  -->","01:44:00","","","6211.540","6959.883077 N","02012.232516 E","","206.16","0.0","7.0","9.5","211","-0.7","1020.0","61","","","","","","","","","","","","","",""
"  -->","01:45:00","","","6211.540","6959.883057 N","02012.232957 E","","206.17","0.0","7.0","9.3","213","-0.7","1020.1","62","","","","","","","","","","","","","",""
"  -->","01:46:00","","","6211.540","6959.883056 N","02012.233318 E","","205.81","0.1","7.0","10.4","216","-0.6","1020.1","62","","","","","","","","","","","","","",""
"  -->","01:47:00","","","6211.540","6959.883113 N","02012.233075 E","","206.37","0.1","7.0","9.4","209","-0.6","1020.1","60","","","","","","","","","","","","","",""
"  -->","01:48:00","","","6211.540","6959.883121 N","02012.232393 E","","206.28","0.0","7.0","10.0","209","-0.5","1020.1","63","","","","","","","","","","","","","",""
"  -->","01:49:00","","","6211.540","6959.883109 N","02012.232583 E","","206.39","0.0","7.0","9.4","204","-0.6","1020.1","62","","","","","","","","","","","","","",""
"  -->","01:50:00","","","6211.540","6959.883088 N","02012.232533 E","","206.16","0.0","7.0","8.9","210","-0.6","1020.1","61","","","","","","","","","","","","","",""
"  -->","01:51:00","","","6211.540","6959.883071 N","02012.232560 E","","206.17","0.0","7.0","9.8","205","-0.6","1020.2","63","","","","","","","","","","","","","",""
"  -->","01:52:00","","","6211.540","6959.883151 N","02012.232592 E","","206.17","0.0","7.0","9.9","216","-0.5","1020.2","62","","","","","","","","","","","","","",""
"  -->","01:53:00","","","6211.540","6959.883106 N","02012.233024 E","","206.05","0.0","7.0","9.4","208","-0.6","1020.2","65","","","","","","","","","","","","","",""
"  -->","01:54:00","","","6211.540","6959.883098 N","02012.232842 E","","206.31","0.1","7.0","10.2","200","-0.8","1020.2","62","","","","","","","","","","","","","",""
"  -->","01:55:00","","","6211.540","6959.883224 N","02012.232474 E","","206.26","0.0","7.0","10.8","205","-0.6","1020.2","63","","","","","","","","","","","","","",""
"  -->","01:56:00","","","6211.540","6959.883200 N","02012.232566 E","","206.16","0.0","7.0","9.3","205","-0.8","1020.2","64","","","","","","","","","","","","","",""
"  -->","01:57:00","","","6211.540","6959.883226 N","02012.232668 E","","206.09","0.0","7.0","10.4","204","-0.7","1020.2","65","","","","","","","","","","","","","",""
"  -->","01:58:00","","","6211.540","6959.883015 N","02012.232937 E","","205.93","0.1","7.0","10.1","207","-0.8","1020.2","63","","","","","","","","","","","","","",""
"  -->","01:59:00","","","6211.540","6959.883177 N","02012.232874 E","","206.49","0.1","7.0","10.7","208","-0.8","1020.2","65","","","","","","","","","","","","","",""
"  -->","02:00:00","","","6211.540","6959.883189 N","02012.232650 E","","206.06","0.1","7.0","11.0","203","-0.8","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:01:00","","","6211.540","6959.883168 N","02012.233133 E","","206.03","0.0","7.0","10.9","204","-0.9","1020.2","64","","","","","","","","","","","","","",""
"  -->","02:02:00","","","6211.540","6959.883209 N","02012.232589 E","","206.30","0.0","7.0","10.3","207","-0.9","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:03:00","","","6211.540","6959.883147 N","02012.233666 E","","205.96","0.0","7.0","10.2","210","-0.9","1020.2","65","","","","","","","","","","","","","",""
"  -->","02:04:00","","","6211.540","6959.883265 N","02012.232596 E","","206.25","0.0","7.0","10.1","217","-0.9","1020.2","65","","","","","","","","","","","","","",""
"  -->","02:05:00","","","6211.540","6959.883315 N","02012.233291 E","","206.33","0.0","7.0","9.9","209","-0.8","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:06:00","","","6211.540","6959.883294 N","02012.232464 E","","206.34","0.0","7.0","10.2","214","-0.9","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:07:00","","","6211.540","6959.883181 N","02012.232838 E","","206.14","0.0","7.0","10.4","209","-1.0","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:08:00","","","6211.540","6959.883222 N","02012.232475 E","","206.10","0.0","7.0","10.4","207","-0.9","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:09:00","","","6211.540","6959.883141 N","02012.233094 E","","206.10","0.1","7.0","11.0","210","-0.9","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:10:00","","","6211.540","6959.883106 N","02012.233238 E","","205.77","0.0","7.0","10.6","213","-0.9","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:11:00","","","6211.540","6959.883120 N","02012.233163 E","","206.10","0.0","7.0","10.3","206","-1.0","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:12:00","","","6211.540","6959.883140 N","02012.232769 E","","205.86","0.0","7.0","10.0","208","-0.9","1020.2","65","","","","","","","","","","","","","",""
"  -->","02:13:00","","","6211.540","6959.883099 N","02012.233077 E","","206.14","0.0","7.0","9.9","206","-0.8","1020.2","65","","","","","","","","","","","","","",""
"  -->","02:14:00","","","6211.540","6959.883029 N","02012.232831 E","","206.03","0.0","7.0","9.1","206","-0.8","1020.3","66","","","","","","","","","","","","","",""
"  -->","02:15:00","","","6211.540","6959.883214 N","02012.232413 E","","206.51","0.0","7.0","10.7","206","-0.6","1020.3","67","","","","","","","","","","","","","",""
"  -->","02:16:00","","","6211.540","6959.883066 N","02012.232805 E","","206.01","0.1","7.0","10.1","208","-0.9","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:17:00","","","6211.540","6959.883101 N","02012.233018 E","","206.23","0.0","7.0","9.9","206","-0.7","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:18:00","","","6211.540","6959.882991 N","02012.232199 E","","206.14","0.0","7.0","10.8","210","-0.7","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:19:00","","","6211.540","6959.882920 N","02012.232514 E","","206.04","0.0","7.0","11.1","210","-0.8","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:20:00","","","6211.540","6959.883095 N","02012.232968 E","","206.49","0.0","7.0","10.9","211","-0.7","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:21:00","","","6211.540","6959.883122 N","02012.232590 E","","206.19","0.0","7.0","11.0","209","-0.8","1020.1","66","","","","","","","","","","","","","",""
"  -->","02:22:00","","","6211.540","6959.883088 N","02012.232833 E","","205.91","0.0","7.0","10.7","210","-0.7","1020.1","65","","","","","","","","","","","","","",""
"  -->","02:23:00","","","6211.540","6959.883091 N","02012.232935 E","","206.17","0.0","7.0","11.6","210","-0.8","1020.1","66","","","","","","","","","","","","","",""
"  -->","02:24:00","","","6211.540","6959.883099 N","02012.232802 E","","206.06","0.1","7.0","11.1","209","-0.9","1020.0","64","","","","","","","","","","","","","",""
"  -->","02:25:00","","","6211.540","6959.883189 N","02012.232376 E","","206.50","0.0","7.0","10.3","210","-0.9","1020.0","64","","","","","","","","","","","","","",""
"  -->","02:26:00","","","6211.540","6959.883021 N","02012.232876 E","","205.86","0.0","7.0","10.6","209","-0.8","1020.1","65","","","","","","","","","","","","","",""
"  -->","02:27:00","","","6211.540","6959.883059 N","02012.232868 E","","205.90","0.0","7.0","11.5","209","-0.8","1020.1","67","","","","","","","","","","","","","",""
"  -->","02:28:00","","","6211.540","6959.883064 N","02012.233304 E","","205.99","0.0","7.0","11.3","212","-0.8","1020.1","67","","","","","","","","","","","","","",""
"  -->","02:29:00","","","6211.540","6959.883172 N","02012.232672 E","","206.33","0.0","7.0","10.5","206","-0.7","1020.0","68","","","","","","","","","","","","","",""
"  -->","02:30:00","","","6211.540","6959.883086 N","02012.233098 E","","206.46","0.0","7.0","10.8","209","-0.6","1020.1","68","","","","","","","","","","","","","",""
"  -->","02:31:00","","","6211.540","6959.883132 N","02012.232804 E","","206.07","0.1","7.0","10.0","215","-0.5","1020.2","70","","","","","","","","","","","","","",""
"  -->","02:32:00","","","6211.540","6959.883184 N","02012.232390 E","","206.40","0.1","7.0","11.0","209","-0.6","1020.1","68","","","","","","","","","","","","","",""
"  -->","02:33:00","","","6211.540","6959.882959 N","02012.233448 E","","205.65","0.0","7.0","11.3","212","-0.6","1020.1","69","","","","","","","","","","","","","",""
"  -->","02:34:00","","","6211.540","6959.883287 N","02012.232496 E","","206.44","0.0","7.0","9.7","209","-0.6","1020.0","69","","","","","","","","","","","","","",""
"  -->","02:35:00","","","6211.540","6959.883090 N","02012.233226 E","","206.10","0.0","7.0","11.0","209","-0.6","1020.0","68","","","","","","","","","","","","","",""
"  -->","02:36:00","","","6211.540","6959.883215 N","02012.232473 E","","206.61","0.1","7.0","9.5","206","-0.6","1020.1","71","","","","","","","","","","","","","",""
"  -->","02:37:00","","","6211.540","6959.883148 N","02012.232673 E","","206.29","0.0","7.0","10.5","216","-0.7","1020.1","68","","","","","","","","","","","","","",""
"  -->","02:38:00","","","6211.540","6959.883114 N","02012.233198 E","","206.19","0.0","7.0","10.6","211","-0.8","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:39:00","","","6211.540","6959.883052 N","02012.232998 E","","206.09","0.0","7.0","10.1","208","-0.7","1020.1","67","","","","","","","","","","","","","",""
"  -->","02:40:00","","","6211.540","6959.883118 N","02012.232590 E","","206.55","0.0","7.0","8.8","213","-0.7","1020.2","67","","","","","","","","","","","","","",""
"  -->","02:41:00","","","6211.540","6959.883080 N","02012.232330 E","","206.52","0.0","7.0","8.3","206","-0.7","1020.2","66","","","","","","","","","","","","","",""
"  -->","02:42:00","","","6211.540","6959.883015 N","02012.232990 E","","206.25","0.0","7.0","8.9","214","-0.8","1020.2","64","","","","","","","","","","","","","",""
"  -->","02:43:00","","","6211.540","6959.883151 N","02012.232437 E","","206.43","0.1","7.0","8.1","203","-0.9","1020.2","64","","","","","","","","","","","","","",""
"  -->","02:44:00","","","6211.540","6959.883055 N","02012.232803 E","","205.93","0.0","7.0","8.4","210","-0.7","1020.3","65","","","","","","","","","","","","","",""
"  -->","02:45:00","","","6211.540","6959.883128 N","02012.232589 E","","206.46","0.0","7.0","8.3","204","-0.8","1020.3","65","","","","","","","","","","","","","",""
"  -->","02:46:00","","","6211.540","6959.883122 N","02012.232716 E","","206.22","0.0","7.0","9.9","206","-0.9","1020.3","66","","","","","","","","","","","","","",""
"  -->","02:47:00","","","6211.540","6959.883171 N","02012.234298 E","","206.28","0.1","7.0","9.1","205","-0.8","1020.3","65","","","","","","","","","","","","","",""
"  -->","02:48:00","","","6211.547","6959.872662 N","02012.226401 E","","201.10","1.9","7.0","10.0","208","-0.7","1020.3","66","","","","","","","","","","","","","",""
