"Ship:","4174","","Survey:","2023001016","","Date:","21.11.2023"

"Station type","Time","Ref. no","Loc.St.No","Log","Latitude","Longitude","Depth","Heading","Speed","Water temp","Wind","Wind dir","Air temp","Air pressure","Humidity","Weather","Seastate","Clouds","Ice","Quantity","Code","Number","Serial no.","Wirelength","Min depth","Max depth","Opening","Spread","Comment"
"  -->","06:29:00","","","6238.315","6946.121907 N","01907.805115 E","","244.12","7.5","6.4","7.8","221","-1.9","1020.8","72","","","","","","","","","","","","","",""
"  -->","06:30:00","","","6238.439","6946.065636 N","01907.488539 E","","244.25","7.3","6.4","6.7","212","-2.0","1020.8","71","","","","","","","","","","","","","",""
"  -->","06:31:00","","","6238.560","6946.011447 N","01907.177040 E","","243.74","7.2","6.4","7.2","217","-2.0","1020.7","72","","","","","","","","","","","","","",""
"  -->","06:32:00","","","6238.678","6945.958406 N","01906.869062 E","","243.59","7.1","6.4","8.3","224","-2.1","1020.6","70","","","","","","","","","","","","","",""
"  -->","06:33:00","","","6238.797","6945.905216 N","01906.566265 E","","244.47","7.0","6.4","8.3","224","-2.3","1020.6","69","","","","","","","","","","","","","",""
"  -->","06:34:00","","","6238.914","6945.854721 N","01906.263410 E","","243.77","7.0","6.4","8.4","221","-2.3","1020.5","69","","","","","","","","","","","","","",""
"  -->","06:35:00","","","6239.031","6945.802886 N","01905.964568 E","","241.83","7.0","6.4","6.9","231","-2.3","1020.6","67","","","","","","","","","","","","","",""
"  -->","06:36:00","","","6239.146","6945.745800 N","01905.674796 E","","240.37","6.9","6.4","8.1","238","-2.3","1020.5","66","","","","","","","","","","","","","",""
"  -->","06:37:00","","","6239.260","6945.687153 N","01905.388199 E","","239.88","7.0","6.4","7.8","238","-2.3","1020.5","67","","","","","","","","","","","","","",""
"  -->","06:38:00","","","6239.377","6945.623336 N","01905.110755 E","","235.82","7.0","6.4","6.5","245","-2.4","1020.5","66","","","","","","","","","","","","","",""
"  -->","06:39:00","","","6239.493","6945.552469 N","01904.842561 E","","236.41","7.1","6.3","6.3","238","-2.5","1020.4","66","","","","","","","","","","","","","",""
"  -->","06:40:00","","","6239.614","6945.477531 N","01904.577182 E","","226.42","7.2","6.3","5.2","241","-2.4","1020.4","67","","","","","","","","","","","","","",""
"  -->","06:41:00","","","6239.734","6945.384304 N","01904.357015 E","","218.90","7.3","6.3","4.6","236","-2.4","1020.4","67","","","","","","","","","","","","","",""
"  -->","06:42:00","","","6239.858","6945.281923 N","01904.171541 E","","208.40","7.3","6.3","4.3","252","-2.3","1020.5","68","","","","","","","","","","","","","",""
"  -->","06:43:00","","","6239.977","6945.174196 N","01904.011162 E","","207.54","7.3","6.1","6.4","234","-2.1","1020.5","69","","","","","","","","","","","","","",""
"  -->","06:44:00","","","6240.098","6945.066619 N","01903.850732 E","","206.61","7.3","6.1","7.5","238","-2.1","1020.4","70","","","","","","","","","","","","","",""
"  -->","06:45:00","","","6240.221","6944.955960 N","01903.709421 E","","203.02","7.3","6.0","7.4","233","-2.0","1020.3","70","","","","","","","","","","","","","",""
"  -->","06:46:00","","","6240.343","6944.843902 N","01903.574894 E","","203.21","7.3","6.0","7.1","232","-2.1","1020.2","67","","","","","","","","","","","","","",""
"  -->","06:47:00","","","6240.463","6944.730946 N","01903.448384 E","","198.07","7.3","6.0","7.5","231","-2.1","1020.2","67","","","","","","","","","","","","","",""
"  -->","06:48:00","","","6240.585","6944.615902 N","01903.365797 E","","194.12","7.1","6.0","8.1","231","-2.0","1020.2","67","","","","","","","","","","","","","",""
"  -->","06:49:00","","","6240.701","6944.501143 N","01903.303535 E","","188.52","7.0","6.0","8.7","235","-2.0","1020.2","66","","","","","","","","","","","","","",""
"  -->","06:50:00","","","6240.817","6944.385942 N","01903.275422 E","","187.42","6.9","5.9","8.8","224","-2.0","1020.2","68","","","","","","","","","","","","","",""
"  -->","06:51:00","","","6240.932","6944.271074 N","01903.248011 E","","186.96","7.0","5.9","8.0","231","-2.1","1020.1","67","","","","","","","","","","","","","",""
"  -->","06:52:00","","","6241.049","6944.155708 N","01903.220495 E","","186.95","7.0","5.8","7.7","222","-2.1","1020.1","66","","","","","","","","","","","","","",""
"  -->","06:53:00","","","6241.166","6944.040161 N","01903.193329 E","","187.13","7.0","5.7","7.2","229","-2.0","1020.2","69","","","","","","","","","","","","","",""
"  -->","06:54:00","","","6241.283","6943.924662 N","01903.164659 E","","187.16","7.0","5.7","8.3","231","-2.0","1020.1","68","","","","","","","","","","","","","",""
"  -->","06:55:00","","","6241.398","6943.809607 N","01903.135468 E","","187.11","6.9","5.7","8.7","226","-2.0","1020.1","70","","","","","","","","","","","","","",""
"  -->","06:56:00","","","6241.514","6943.694948 N","01903.104355 E","","186.87","6.9","5.7","9.1","230","-2.2","1020.1","70","","","","","","","","","","","","","",""
"  -->","06:57:00","","","6241.630","6943.579594 N","01903.082665 E","","187.44","7.0","5.7","8.9","231","-2.2","1020.1","71","","","","","","","","","","","","","",""
"  -->","06:58:00","","","6241.746","6943.463326 N","01903.057185 E","","187.30","7.1","5.7","7.9","222","-2.2","1020.1","71","","","","","","","","","","","","","",""
"  -->","06:59:00","","","6241.864","6943.345587 N","01903.034935 E","","187.20","7.1","5.7","7.0","230","-2.3","1020.2","72","","","","","","","","","","","","","",""
"  -->","07:00:00","","","6241.985","6943.226959 N","01903.010672 E","","186.87","7.2","5.7","5.7","229","-2.4","1020.3","72","","","","","","","","","","","","","",""
"  -->","07:01:00","","","6242.104","6943.107588 N","01902.986114 E","","186.93","7.2","5.6","6.0","231","-2.5","1020.4","73","","","","","","","","","","","","","",""
"  -->","07:02:00","","","6242.225","6942.987337 N","01902.960039 E","","187.79","7.3","5.6","5.2","238","-2.5","1020.4","74","","","","","","","","","","","","","",""
"  -->","07:03:00","","","6242.349","6942.867230 N","01902.914393 E","","185.49","7.3","5.6","4.7","235","-2.6","1020.4","76","","","","","","","","","","","","","",""
"  -->","07:04:00","","","6242.469","6942.746539 N","01902.876189 E","","186.86","7.3","5.6","3.9","221","-2.6","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:05:00","","","6242.591","6942.625777 N","01902.832394 E","","187.26","7.3","5.7","3.1","219","-2.7","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:06:00","","","6242.713","6942.505049 N","01902.788328 E","","186.71","7.3","5.7","3.3","201","-2.7","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:07:00","","","6242.834","6942.384478 N","01902.750923 E","","187.53","7.3","5.7","4.1","218","-2.6","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:08:00","","","6242.956","6942.265484 N","01902.712206 E","","186.86","7.2","5.7","5.5","213","-2.4","1020.6","75","","","","","","","","","","","","","",""
"  -->","07:09:00","","","6243.075","6942.147621 N","01902.674600 E","","187.42","7.1","5.7","5.0","209","-2.5","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:10:00","","","6243.192","6942.030774 N","01902.631278 E","","195.36","7.0","5.7","4.8","216","-2.6","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:11:00","","","6243.308","6941.919406 N","01902.533113 E","","198.87","7.0","5.7","7.2","233","-2.5","1020.5","76","","","","","","","","","","","","","",""
"  -->","07:12:00","","","6243.426","6941.808465 N","01902.427872 E","","199.16","7.1","5.7","6.0","233","-2.7","1020.5","76","","","","","","","","","","","","","",""
"  -->","07:13:00","","","6243.545","6941.697398 N","01902.318792 E","","199.22","7.1","5.7","6.0","228","-2.7","1020.4","76","","","","","","","","","","","","","",""
"  -->","07:14:00","","","6243.661","6941.586082 N","01902.207469 E","","198.61","7.1","5.7","5.7","229","-2.7","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:15:00","","","6243.780","6941.474548 N","01902.093826 E","","201.10","7.1","5.7","5.6","216","-2.6","1020.4","74","","","","","","","","","","","","","",""
"  -->","07:16:00","","","6243.898","6941.369118 N","01901.955518 E","","207.01","6.7","5.7","4.9","222","-2.8","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:17:00","","","6243.993","6941.285502 N","01901.835983 E","","205.28","4.7","5.7","5.7","223","-2.8","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:18:00","","","6244.070","6941.215984 N","01901.738192 E","","208.92","4.8","5.8","5.8","230","-2.9","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:19:00","","","6244.151","6941.144358 N","01901.626432 E","","215.29","5.0","5.8","6.1","238","-2.8","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:20:00","","","6244.234","6941.076584 N","01901.484069 E","","219.30","5.1","5.8","4.8","248","-3.0","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:21:00","","","6244.323","6941.014158 N","01901.316432 E","","227.18","5.2","5.8","5.5","218","-2.9","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:22:00","","","6244.407","6940.955777 N","01901.137830 E","","227.42","4.7","5.8","7.1","234","-2.8","1020.6","75","","","","","","","","","","","","","",""
"  -->","07:23:00","","","6244.477","6940.910765 N","01900.988475 E","","236.04","3.6","5.8","6.9","230","-2.8","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:24:00","","","6244.531","6940.881290 N","01900.856163 E","","241.07","3.3","5.8","5.0","232","-2.9","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:25:00","","","6244.591","6940.851334 N","01900.710751 E","","236.04","3.8","5.7","4.0","227","-3.0","1020.6","74","","","","","","","","","","","","","",""
"  -->","07:26:00","","","6244.656","6940.815804 N","01900.552604 E","","235.63","4.1","5.7","5.5","237","-2.8","1020.7","74","","","","","","","","","","","","","",""
"  -->","07:27:00","","","6244.726","6940.777598 N","01900.384692 E","","238.45","4.3","5.7","5.2","244","-2.8","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:28:00","","","6244.797","6940.741156 N","01900.208247 E","","239.52","3.9","5.7","6.4","233","-2.9","1020.6","75","","","","","","","","","","","","","",""
"  -->","07:29:00","","","6244.849","6940.715375 N","01900.081095 E","","245.91","2.6","5.8","6.6","230","-3.0","1020.6","74","","","","","","","","","","","","","",""
"  -->","07:30:00","","","6244.886","6940.698995 N","01859.989769 E","","245.89","1.7","5.8","6.8","232","-3.0","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:31:00","","","6244.912","6940.686052 N","01859.925643 E","","239.95","1.4","5.8","4.9","220","-2.9","1020.7","76","","","","","","","","","","","","","",""
"  -->","07:32:00","","","6244.939","6940.672707 N","01859.857397 E","","241.42","2.0","5.8","6.8","227","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:33:00","","","6244.969","6940.660446 N","01859.781858 E","","242.40","1.5","5.8","5.8","226","-2.8","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:34:00","","","6244.992","6940.655085 N","01859.718296 E","","243.79","1.3","5.8","4.7","231","-2.8","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:35:00","","","6245.011","6940.656934 N","01859.663627 E","","236.29","1.0","5.8","4.6","250","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:36:00","","","6245.013","6940.654548 N","01859.632626 E","","227.83","0.5","5.8","4.7","242","-2.9","1020.7","74","","","","","","","","","","","","","",""
"  -->","07:37:00","","","6245.013","6940.649258 N","01859.619031 E","","228.27","0.4","5.8","4.5","254","-3.0","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:38:00","","","6245.013","6940.647905 N","01859.615204 E","","228.41","0.0","5.8","6.9","238","-3.0","1020.7","76","","","","","","","","","","","","","",""
"  -->","07:39:00","","","6245.013","6940.647844 N","01859.614654 E","","228.04","0.0","5.8","5.3","235","-3.0","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:40:00","","","6245.013","6940.647936 N","01859.614523 E","","227.94","0.0","5.8","4.9","238","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:41:00","","","6245.013","6940.647902 N","01859.614629 E","","228.63","0.0","5.8","6.6","226","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:42:00","","","6245.013","6940.647899 N","01859.615000 E","","228.62","0.0","5.8","6.8","219","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:43:00","","","6245.013","6940.648007 N","01859.614836 E","","228.91","0.0","5.8","7.6","233","-2.9","1020.6","74","","","","","","","","","","","","","",""
"  -->","07:44:00","","","6245.013","6940.647832 N","01859.615060 E","","228.45","0.0","5.8","4.7","242","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:45:00","","","6245.013","6940.647790 N","01859.615564 E","","228.62","0.0","5.8","5.8","229","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:46:00","","","6245.013","6940.647894 N","01859.615379 E","","228.84","0.0","5.8","5.6","228","-3.0","1020.7","74","","","","","","","","","","","","","",""
"  -->","07:47:00","","","6245.013","6940.648017 N","01859.615289 E","","228.81","0.0","5.8","5.7","229","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:48:00","","","6245.013","6940.648032 N","01859.615181 E","","228.72","0.0","5.8","4.5","230","-2.9","1020.6","75","","","","","","","","","","","","","",""
"  -->","07:49:00","","","6245.013","6940.648056 N","01859.615232 E","","228.63","0.0","5.8","6.0","227","-2.9","1020.6","74","","","","","","","","","","","","","",""
"  -->","07:50:00","","","6245.013","6940.648033 N","01859.615130 E","","228.67","0.0","5.8","5.9","219","-2.9","1020.7","75","","","","","","","","","","","","","",""
"  -->","07:51:00","","","6245.013","6940.647891 N","01859.615316 E","","228.32","0.0","5.8","5.4","230","-2.9","1020.6","75","","","","","","","","","","","","","",""
"  -->","07:52:00","","","6245.013","6940.647939 N","01859.615252 E","","228.40","0.0","5.8","6.4","224","-3.0","1020.6","75","","","","","","","","","","","","","",""
"  -->","07:53:00","","","6245.013","6940.647942 N","01859.615204 E","","228.71","0.0","5.8","5.9","224","-2.9","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:54:00","","","6245.013","6940.647902 N","01859.615359 E","","228.58","0.0","5.8","6.0","235","-2.8","1020.5","75","","","","","","","","","","","","","",""
"  -->","07:55:00","","","6245.013","6940.647965 N","01859.615142 E","","228.82","0.0","5.8","6.1","226","-2.7","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:56:00","","","6245.013","6940.647981 N","01859.615191 E","","228.56","0.0","5.8","7.4","232","-2.7","1020.6","74","","","","","","","","","","","","","",""
"  -->","07:57:00","","","6245.013","6940.647816 N","01859.615281 E","","228.44","0.0","5.8","7.3","214","-2.7","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:58:00","","","6245.013","6940.647797 N","01859.615397 E","","228.37","0.0","5.8","6.1","228","-2.6","1020.5","74","","","","","","","","","","","","","",""
"  -->","07:59:00","","","6245.013","6940.647787 N","01859.615513 E","","228.44","0.0","5.8","5.6","233","-2.8","1020.5","74","","","","","","","","","","","","","",""
"  -->","08:00:00","","","6245.013","6940.647888 N","01859.615553 E","","228.86","0.0","5.8","4.0","241","-2.9","1020.5","74","","","","","","","","","","","","","",""
"  -->","08:01:00","","","6245.013","6940.648021 N","01859.615457 E","","228.67","0.0","5.8","6.0","237","-3.0","1020.5","74","","","","","","","","","","","","","",""
"  -->","08:02:00","","","6245.013","6940.647985 N","01859.615395 E","","228.55","0.0","5.8","6.1","225","-2.9","1020.5","74","","","","","","","","","","","","","",""
"  -->","08:03:00","","","6245.013","6940.648907 N","01859.619598 E","","226.12","0.3","5.8","4.9","242","-2.8","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:04:00","","","6245.013","6940.654558 N","01859.628435 E","","228.29","0.6","5.8","4.6","243","-2.8","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:05:00","","","6245.013","6940.666595 N","01859.619879 E","","231.08","0.9","5.8","4.8","252","-2.8","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:06:00","","","6245.016","6940.680861 N","01859.621205 E","","230.56","0.7","5.8","4.2","263","-2.9","1020.5","74","","","","","","","","","","","","","",""
"  -->","08:07:00","","","6245.016","6940.691215 N","01859.634049 E","","227.49","0.6","5.8","5.3","262","-3.2","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:08:00","","","6245.016","6940.699787 N","01859.649810 E","","225.68","0.6","5.8","5.4","258","-3.1","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:09:00","","","6245.016","6940.709403 N","01859.657495 E","","226.13","0.7","5.8","4.6","268","-3.1","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:10:00","","","6245.016","6940.715974 N","01859.642006 E","","226.88","0.5","5.8","4.5","246","-3.2","1020.5","75","","","","","","","","","","","","","",""
"  -->","08:11:00","","","6245.016","6940.723000 N","01859.637192 E","","228.55","0.5","5.8","4.3","250","-3.2","1020.5","76","","","","","","","","","","","","","",""
"  -->","08:12:00","","","6245.016","6940.731688 N","01859.631046 E","","226.04","0.5","5.8","4.6","248","-3.3","1020.6","75","","","","","","","","","","","","","",""
"  -->","08:13:00","","","6245.016","6940.737859 N","01859.626706 E","","229.76","0.3","5.8","5.2","229","-3.3","1020.6","75","","","","","","","","","","","","","",""
"  -->","08:14:00","","","6245.016","6940.741547 N","01859.622402 E","","229.29","0.3","5.8","4.5","241","-3.0","1020.6","76","","","","","","","","","","","","","",""
"  -->","08:15:00","","","6245.016","6940.745397 N","01859.611743 E","","228.24","0.3","5.8","5.1","236","-3.0","1020.6","75","","","","","","","","","","","","","",""
"  -->","08:16:00","","","6245.016","6940.748630 N","01859.606965 E","","227.48","0.2","5.8","4.8","222","-2.9","1020.6","74","","","","","","","","","","","","","",""
"  -->","08:17:00","","","6245.016","6940.749760 N","01859.606630 E","","228.71","0.0","5.7","6.5","234","-3.0","1020.6","74","","","","","","","","","","","","","",""
"  -->","08:18:00","","","6245.016","6940.749697 N","01859.606386 E","","228.73","0.0","5.7","6.0","231","-2.9","1020.6","73","","","","","","","","","","","","","",""
"  -->","08:19:00","","","6245.016","6940.749636 N","01859.606603 E","","228.45","0.0","5.8","5.3","235","-2.9","1020.6","73","","","","","","","","","","","","","",""
"  -->","08:20:00","","","6245.016","6940.748131 N","01859.604001 E","","226.83","0.2","5.8","5.3","228","-3.0","1020.6","74","","","","","","","","","","","","","",""
"  -->","08:21:00","","","6245.016","6940.746661 N","01859.599539 E","","229.79","0.2","5.8","6.0","224","-2.9","1020.6","72","","","","","","","","","","","","","",""
"  -->","08:22:00","","","6245.016","6940.746866 N","01859.597941 E","","230.97","0.0","5.8","6.9","222","-2.8","1020.6","72","","","","","","","","","","","","","",""
"  -->","08:23:00","","","6245.016","6940.747082 N","01859.598005 E","","228.73","0.0","5.8","7.9","229","-2.8","1020.6","72","","","","","","","","","","","","","",""
"  -->","08:24:00","","","6245.016","6940.747163 N","01859.598248 E","","228.74","0.0","5.8","6.5","231","-2.7","1020.6","72","","","","","","","","","","","","","",""
"  -->","08:25:00","","","6245.016","6940.747156 N","01859.598213 E","","228.75","0.0","5.8","6.2","249","-2.8","1020.6","71","","","","","","","","","","","","","",""
"  -->","08:26:00","","","6245.016","6940.747139 N","01859.598182 E","","228.77","0.0","5.8","6.6","231","-2.8","1020.6","71","","","","","","","","","","","","","",""
"  -->","08:27:00","","","6245.016","6940.747137 N","01859.598157 E","","228.78","0.0","5.8","7.0","231","-2.6","1020.6","71","","","","","","","","","","","","","",""
"  -->","08:28:00","","","6245.016","6940.747133 N","01859.598157 E","","228.79","0.0","5.8","5.6","247","-2.5","1020.6","70","","","","","","","","","","","","","",""
"  -->","08:29:00","","","6245.016","6940.747131 N","01859.598195 E","","228.79","0.0","5.8","6.8","233","-2.7","1020.6","71","","","","","","","","","","","","","",""
"  -->","08:30:00","","","6245.016","6940.747139 N","01859.598183 E","","228.78","0.0","5.8","6.8","237","-2.7","1020.7","71","","","","","","","","","","","","","",""
"  -->","08:31:00","","","6245.016","6940.747140 N","01859.598295 E","","228.97","0.0","5.8","8.8","220","-2.6","1020.7","70","","","","","","","","","","","","","",""
"  -->","08:32:00","","","6245.016","6940.747162 N","01859.598207 E","","228.82","0.0","5.8","6.2","230","-2.5","1020.6","70","","","","","","","","","","","","","",""
"  -->","08:33:00","","","6245.016","6940.747153 N","01859.598228 E","","228.84","0.0","5.8","6.9","225","-2.7","1020.7","70","","","","","","","","","","","","","",""
"  -->","08:34:00","","","6245.016","6940.747143 N","01859.598227 E","","228.85","0.0","5.8","4.8","236","-2.7","1020.7","71","","","","","","","","","","","","","",""
"  -->","08:35:00","","","6245.016","6940.747146 N","01859.598237 E","","228.84","0.0","5.8","4.6","248","-2.8","1020.7","70","","","","","","","","","","","","","",""
"  -->","08:36:00","","","6245.016","6940.747144 N","01859.598226 E","","228.86","0.0","5.8","4.3","256","-2.8","1020.7","71","","","","","","","","","","","","","",""
"  -->","08:37:00","","","6245.016","6940.747144 N","01859.598237 E","","228.86","0.0","5.8","4.7","247","-2.9","1020.8","71","","","","","","","","","","","","","",""
"  -->","08:38:00","","","6245.016","6940.747147 N","01859.598238 E","","228.86","0.0","5.8","3.9","253","-2.9","1020.8","71","","","","","","","","","","","","","",""
"  -->","08:39:00","","","6245.016","6940.747145 N","01859.598224 E","","228.86","0.0","5.8","4.6","243","-3.0","1020.8","73","","","","","","","","","","","","","",""
"  -->","08:40:00","","","6245.016","6940.747146 N","01859.598226 E","","228.86","0.0","5.8","5.8","238","-3.0","1020.8","74","","","","","","","","","","","","","",""
"  -->","08:41:00","","","6245.016","6940.747144 N","01859.598235 E","","228.87","0.0","5.8","5.1","228","-3.0","1020.8","73","","","","","","","","","","","","","",""
"  -->","08:42:00","","","6245.016","6940.747150 N","01859.598229 E","","228.84","0.0","5.8","6.7","234","-2.8","1020.8","72","","","","","","","","","","","","","",""
"  -->","08:43:00","","","6245.016","6940.747149 N","01859.598221 E","","228.86","0.0","5.8","4.8","228","-2.7","1020.8","72","","","","","","","","","","","","","",""
"  -->","08:44:00","","","6245.016","6940.747130 N","01859.598268 E","","228.78","0.0","5.8","7.5","238","-2.8","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:45:00","","","6245.016","6940.747148 N","01859.598233 E","","228.83","0.0","5.8","7.1","238","-2.8","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:46:00","","","6245.016","6940.747153 N","01859.598218 E","","228.83","0.0","5.8","6.1","228","-2.7","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:47:00","","","6245.016","6940.747142 N","01859.598249 E","","228.79","0.0","5.8","6.6","231","-2.7","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:48:00","","","6245.016","6940.747146 N","01859.598232 E","","228.83","0.0","5.8","6.0","227","-2.7","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:49:00","","","6245.016","6940.747149 N","01859.598219 E","","228.83","0.0","5.8","6.0","225","-2.7","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:50:00","","","6245.016","6940.747142 N","01859.598268 E","","228.80","0.0","5.8","7.3","224","-2.7","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:51:00","","","6245.016","6940.747146 N","01859.598241 E","","228.79","0.0","5.8","7.5","235","-2.6","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:52:00","","","6245.016","6940.747145 N","01859.598263 E","","228.79","0.0","5.8","7.6","236","-2.7","1020.7","69","","","","","","","","","","","","","",""
"  -->","08:53:00","","","6245.016","6940.747154 N","01859.598235 E","","228.82","0.0","5.8","7.2","226","-2.8","1020.7","71","","","","","","","","","","","","","",""
"  -->","08:54:00","","","6245.016","6940.747146 N","01859.598239 E","","228.81","0.0","5.8","6.4","223","-2.7","1020.7","71","","","","","","","","","","","","","",""
"  -->","08:55:00","","","6245.016","6940.747139 N","01859.598273 E","","228.85","0.0","5.8","7.2","218","-2.6","1020.8","71","","","","","","","","","","","","","",""
"  -->","08:56:00","","","6245.016","6940.747131 N","01859.598308 E","","228.94","0.0","5.8","8.8","222","-2.5","1020.8","70","","","","","","","","","","","","","",""
"  -->","08:57:00","","","6245.016","6940.747153 N","01859.598263 E","","228.83","0.0","5.8","9.0","219","-2.5","1020.7","71","","","","","","","","","","","","","",""
"  -->","08:58:00","","","6245.016","6940.747147 N","01859.598249 E","","228.82","0.0","5.8","7.5","221","-2.5","1020.7","70","","","","","","","","","","","","","",""
"  -->","08:59:00","","","6245.016","6940.747158 N","01859.598265 E","","228.88","0.0","5.8","8.5","226","-2.5","1020.7","70","","","","","","","","","","","","","",""
"  -->","09:00:00","","","6245.016","6940.747143 N","01859.598268 E","","228.82","0.0","5.8","7.6","220","-2.4","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:01:00","","","6245.016","6940.747162 N","01859.598278 E","","228.85","0.0","5.8","8.2","214","-2.4","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:02:00","","","6245.016","6940.747149 N","01859.598268 E","","228.83","0.0","5.8","8.2","215","-2.4","1020.7","71","","","","","","","","","","","","","",""
"  -->","09:03:00","","","6245.016","6940.747146 N","01859.598284 E","","228.83","0.0","5.8","8.6","219","-2.4","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:04:00","","","6245.016","6940.747148 N","01859.598239 E","","228.84","0.0","5.8","7.3","223","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:05:00","","","6245.016","6940.747154 N","01859.598230 E","","228.81","0.0","5.8","6.6","225","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:06:00","","","6245.016","6940.747160 N","01859.598264 E","","228.78","0.0","5.8","7.9","211","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:07:00","","","6245.016","6940.747155 N","01859.598267 E","","228.80","0.0","5.8","8.4","218","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:08:00","","","6245.016","6940.747146 N","01859.598261 E","","228.80","0.0","5.8","6.9","221","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:09:00","","","6245.016","6940.747135 N","01859.598287 E","","228.73","0.0","5.8","6.2","229","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:10:00","","","6245.016","6940.747117 N","01859.598319 E","","228.75","0.0","5.8","6.2","235","-2.7","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:11:00","","","6245.016","6940.747137 N","01859.598253 E","","228.79","0.0","5.8","5.5","230","-2.7","1020.6","72","","","","","","","","","","","","","",""
"  -->","09:12:00","","","6245.016","6940.747136 N","01859.598260 E","","228.77","0.0","5.8","5.2","236","-2.7","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:13:00","","","6245.016","6940.747129 N","01859.598307 E","","228.74","0.0","5.9","5.7","237","-2.7","1020.7","73","","","","","","","","","","","","","",""
"  -->","09:14:00","","","6245.016","6940.747130 N","01859.598293 E","","228.77","0.0","5.9","5.4","219","-2.7","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:15:00","","","6245.016","6940.747103 N","01859.598333 E","","228.70","0.0","5.9","5.4","233","-2.6","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:16:00","","","6245.016","6940.747114 N","01859.598332 E","","228.75","0.0","5.9","5.1","226","-2.6","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:17:00","","","6245.016","6940.747127 N","01859.598301 E","","228.80","0.0","5.9","7.1","223","-2.5","1020.7","72","","","","","","","","","","","","","",""
"  -->","09:18:00","","","6245.016","6940.747139 N","01859.598240 E","","228.89","0.0","5.9","5.4","230","-2.5","1020.7","71","","","","","","","","","","","","","",""
"  -->","09:19:00","","","6245.016","6940.747140 N","01859.598251 E","","228.88","0.0","5.9","6.2","228","-2.5","1020.7","70","","","","","","","","","","","","","",""
"  -->","09:20:00","","","6245.016","6940.747105 N","01859.598372 E","","228.71","0.0","5.9","6.4","219","-2.5","1020.7","72","","","","","","","","","","","","","",""
